ssdf,7,47,15.8947368421,755,24.6769361496,95,95,0
ddod,7,47,15.8947368421,755,30.5087468624,95,95,0
dmaf,7,47,15.8947368421,755,39.8395991325,95,95,0
smaf,7,47,15.8947368421,755,43.4772291183,95,95,0
dsdf,7,47,15.8947368421,755,54.910586834,95,95,0
