smaf,5,11,6.17391304348,71,1.48088002205,23,23,0
dmaf,5,11,6.17391304348,71,2.08465099335,23,23,0
dsdf,5,11,6.17391304348,71,2.08332395554,23,23,0
ddod,5,11,6.17391304348,71,2.07454299927,23,23,0
ssdf,5,11,6.17391304348,71,2.50755500793,23,23,0
