ddod,11,53,8.13513513514,301,14.7824990749,74,74,0
ssdf,11,53,8.13513513514,301,19.1666619778,74,74,0
smaf,11,53,8.13513513514,301,20.1362509727,74,74,0
dsdf,11,53,8.13513513514,301,20.0924310684,74,74,0
dmaf,11,53,8.13513513514,301,20.0216081142,74,74,0
