ssdf,10,36,6.5974025974,254,10.2908859253,77,77,0
smaf,10,36,6.5974025974,254,12.8816001415,77,77,0
dsdf,10,36,6.5974025974,254,12.9162049294,77,77,0
dmaf,10,36,6.5974025974,254,14.8255889416,77,77,0
ddod,10,36,6.5974025974,254,15.6001820564,77,77,0
